sentence,nsubj,root,split
Dallas'tan San Francisco'ya günün en geç first class uçuşu hangisi,['uçuşu'],['hangisi'],train2
Pittsburgh'tan Atlanta'ya en düşük ekonomi sınıfı fiyatları hangi uçuşlarda,['fiyatları'],['uçuşlarda'],train2
Boston'dan San Francisco'ya first class bilet ne kadar,['bilet'],['kadar'],train2
Dallas'tan Denver'e gidiş dönüş bir seyahatin first class fiyatı ne kadar,"[""Dallas'tan"", 'fiyatı']",['kadar'],train2
Indianapolis'ten Orlando'ya first class fiyatı ne kadar,['fiyatı'],['kadar'],train2
Dallas Fort Worth'dan San Francisco'ya first class bilet ne kadar,['bilet'],['kadar'],train2
Baltimore'den Dallas'a first class fiyatı ne,['fiyatı'],['ne'],train2
Detroit'ten St. Petersburg'a first class gidiş dönüş bilet fiyatı ne,['fiyatı'],['ne'],train2
Boston - Washington arası gidiş dönüş first class fiyatı ne kadar,['fiyatı'],['ne'],train2
Philadelphia'dan Pittsburgh'a tek yön business class fiyatı ne kadar,['fiyatı'],['kadar'],train2
perşembe günü Boston'dan Pittsburgh'a yapılacak uçuşlarda first class fiyatı ne kadar,['fiyatı'],['kadar'],train2
Boston'dan San Francisco'ya gidiş dönüş first class bilet ne kadar tutar,['bilet'],['tutar'],train2
Boston'dan Dallas'a 1 Temmuz tarihli bir business class bilet ne kadar,['bilet'],['kadar'],train2
Oakland - Atlanta arası gidiş dönüş first class bilet fiyatı ne kadar,['fiyatı'],['ne'],train2
Philadelphia'dan Dallas'a ilk uçuş hangisi first class olsun,['uçuş'],['hangisi'],train2
Pittsburgh'tan Atlanta'ya ekonomi sınıfı fiyatları ne,['fiyatları'],['ne'],train2
India Indianapolis'ten Memphis'e first class gidiş dönüş uçak bileti fiyatı ne,['fiyatı'],['ne'],train2
New York'tan Dallas'a gidiş dönüş first class fiyatları,['New'],['fiyatları'],train2
cuma Washington'dan San Francisco'ya bir first class bilet ne kadar,['bilet'],['kadar'],train2
Philadelphia'dan Dallas'a first class yer bulabileceğim ilk American Airlines uçuşu hangisi,['uçuşu'],['hangisi'],train2
Denver'den Philadelphia'ya 1700'den sonra varan Continental uçuşları için gidiş dönüş bilet ücretleri ne,['ücretleri'],['ne'],train2
Boston ile Washington arasında Washington'a 630'da varacak hangi uçuşlar var,['uçuşlar'],['var'],train2
Dallas ile Baltimore arası 10 Ağustos kalkışlı en ucuz gidiş dönüş ekonomi uçuşu hangisi,['uçuşu'],['hangisi'],train2
salı akşamı Charlotte'den Newark'a uçuşlar için ekonomi sınıfı ücretleri ne,['ücretleri'],['ne'],train2
Delta'yla Boston'la Atlanta arası ekonomi bileti ne kadar,['bileti'],['kadar'],train2
Newark'tan La'ya öğleden sonra 3'ten sonra hareket eden ekonomi sınıfı biletleri ne kadar,['biletleri'],['kadar'],train2
US Air'de Boston'dan San Francisco'ya gidiş dönüş hesaplı bilet fiyatı ne,['fiyatı'],['ne'],train2
çarşamba gecesi Charlotte'den La'ya ekonomi sınıfı fiyatları ne,['fiyatları'],['ne'],train2
Atlanta'dan Boston'a tek yön ekonomi sınıfı bilet ne kadar,['bilet'],['kadar'],train2
pazartesi öğleden sonra Baltimore'den Dallas'a hareket eden hangi uçuşlarda ekonomi sınıfı var,['ekonomi'],['var'],train2
Dallas Baltimore arası 10 Ağustos kalkışlı en ucuz ekonomi sınıfı uçuş hangisi,['uçuş'],['hangisi'],train2
salı öğleden sonra Charlotte'den Newark'a uçuşlar için ekonomi sınıfı fiyatları ne,['fiyatları'],['ne'],train2
Pittsburgh'tan Atlanta'ya ekonomi sınıfı uçuş ne kadar,['uçuş'],['kadar'],train2
Dallas'tan Denver'e en ucuz gidiş dönüş ekonomi sınıfı fiyatı ne,['fiyatı'],['ne'],train2
Baltimore'de hangi karayolu ulaşım olanakları var,['olanakları'],['var'],train2
Denver'de hangi karayolu ulaşım olanakları var,['olanakları'],['var'],train2
Boston'daki karayolu ulaşım olanakları ne,"[""Boston'daki"", 'olanakları']",['ne'],train2
Midwest Express Montreal'a hizmet veriyor mu,['Midwest'],['veriyor'],train2
Dallas'ta karayolu ulaşımı gerekli lütfen bana mevcut olanakları göster,['ulaşımı'],['gerekli'],train2
Philadelphia şehrinde karayolu ulaşım olanakları ne,['olanakları'],['ne'],train2
Boston'da hangi karayolu ulaşım olanakları var,['olanakları'],['var'],train2
Atlanta'da hangi karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Boston'da havalimanıyla şehir merkezi arasında karayolu ulaşımı var mı,['ulaşımı'],['var'],train2
Pittsburgh'ta hangi karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Midwest Express Nashville'ye hizmet veriyor mu,['Midwest'],['veriyor'],train2
Denver'deki karayolu ulaşım olanakları ne,['olanakları'],['ne'],train2
Dallas'ta hangi karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Newark'ta hangi karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Midwest Express Indianapolis'e hizmet veriyor mu,['Midwest'],['veriyor'],train2
Baltimore'de hangi karayolu ulaşım olanakları var,['olanakları'],['var'],train2
Denver'de ne tür karayolu ulaşım olanakları var,['olanakları'],['var'],train2
Denver'de ne tür karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Baltimore'de hangi karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Oakland'da karayolu ulaşımı var mı,['ulaşımı'],['var'],train2
Midwest Express Philadelphia'ya hizmet veriyor mu,['Midwest'],['veriyor'],train2
Denver'de karayolu ulaşımı var,['ulaşımı'],['var'],train2
Denver'deki karayolu ulaşım olanakları ne,['olanakları'],['ne'],train2
Midwest Express Cleveland'a hizmet veriyor mu,['Midwest'],['veriyor'],train2
Philadelphia'da karayolu ulaşımı mevcut mu,['ulaşımı'],['mevcut'],train2
Denver'de hangi karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Pittsburgh'ta olduğum esnada hangi karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Denver'de havalimanından şehir merkezine ne tür karayolu ulaşım olanakları var,['olanakları'],['var'],train2
Atlanta'da ne tür karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Denver'den hangi karayolu ulaşım olanakları var,['olanakları'],['var'],train2
Boston'da havalimanından karayolu ulaşımı var mı,['ulaşımı'],['var'],train2
Oakland'da karayolu ulaşımı nasıl,['ulaşımı'],['nasıl'],train2
Baltimore'de karayolu ulaşımı var mı,['ulaşımı'],['var'],train2
Midwest Express Charlotte'ye hizmet veriyor mu,['Midwest'],['veriyor'],train2
Boston'da hangi karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Denver'de mevcut karayolu ulaşım olanakları ne,['olanakları'],['ne'],train2
Philadelphia'da ne tür karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Washington'da ne tür karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Denver'de hangi karayolu ulaşım olanakları var,['olanakları'],['var'],train2
Philadelphia'daki karayolu ulaşım hizmetleri ne,['hizmetleri'],['ne'],train2
Philadelphia'da ne tür karayolu ulaşım olanakları var,['olanakları'],['var'],train2
Denver'de ne tür karayolu ulaşım olanakları mevcut,['olanakları'],['mevcut'],train2
Denver'den Pittsburgh'a Atlanta aktarmalı uçuş var mı,['uçuş'],['var'],train2
hangi Northwest ve United Airlines uçuşları öğleden önce Denver'de aktarma yapar,['uçuşları'],['yapar'],train2
Boston'dan San Francisco'ya Denver'de aktarma yapan bir Delta uçuşu var mı,['uçuşu'],['var'],train2
hangi United Airlines uçuşu kıtanın bir ucundan bir ucuna uçuyor Boston'dan Dallas'a Philadelphia aktarma yaparak gidiyor,['uçuşu'],['uçuyor'],train2
20 Eylül sabahı United Airlines'te Pittsburgh'tan San Francisco'ya Denver aktarmalı hangi uçuşlar var,['uçuşlar'],['var'],train2
Boston'dan Dallas'a hangi kıtaötesi United Airlines uçuşları Philadelphia'da aktarma yapıyor,['uçuşları'],['yapıyor'],train2
Boston'dan San Francisco'ya Denver aktarmalı bir Continental uçuşu var mı,['uçuşu'],['var'],train2
Atlanta'dan Boston'a Washington'da aktarma yapacak bir uçuş var mı,['uçuş'],['var'],train2
Denver'den Philadelphia'ya Pittsburgh aktarmalı hangi uçuşlar mevcut,['uçuşlar'],['mevcut'],train2
hangi uçuşlar Philadelphia'dan Dallas'a Atlanta aktarmalı gidiyor,['uçuşlar'],['gidiyor'],train2
hangi United Airlines uçuşu Boston'dan San Francisco'ya uçuyor ve Philadelphia'da aktarma yapıyor,['uçuşu'],['uçuyor'],train2
Boston'dan Dallas Fort Worth'a Philadelphia'da aktarma yapan uçuşunuz var mı,['uçuşunuz'],['var'],train2
hangi Northwest uçuşları öğleden önce Denver'de aktarma yapıyor,['uçuşları'],['yapıyor'],train2
hangi United Airlines and Northwest uçuşları Senver aktarmalı,['uçuşları'],['aktarmalı'],train2
Boston'dan San Francisco'ya Dallas aktarmalı uçuş var mı,['uçuş'],['var'],train2
bana Philadelphia'dan Dallas'a Atlanta'da aktarma yapan uçuşları göster,['uçuşları'],['göster'],train2
Philadelphia'dan Oakland'a Dallas aktarmalı uçuş var mı,['uçuş'],['var'],train2
hangi uçuşlar Philadelphia'dan San Francisco'ya Dallas aktarmalı gidiyor,['uçuşlar'],['gidiyor'],train2
hangi Northwest uçuşları Denver molalı,['uçuşları'],['molalı'],train2
Philadelphia'dan San Francisco'ya Dallas aktarmalı bir uçuşunuz var mı,['uçuşunuz'],['var'],train2
Aralık ayında Atlanta'dan Denver'e Boston'da aktarma yapan uçuşlar var mı,['uçuşlar'],['var'],train2
New York'tan Los Angeles'e Milwaukee'de aktarma yapan uçuşlar var mı,['uçuşlar'],['var'],train2
hangi uçuşlar Milwaukee'den Tampa'ya gidiyor Nashville'de de aktarma yapıyor,['uçuşlar'],['gidiyor'],train2
San Francisco'dan Philadelphia'ya Pittsburgh aktarmalı tüm uçuşlar hangileri,['uçuşlar'],['hangileri'],train2
Denver'den Baltimore'ye Dallas üzerinden uçuşunuz var mı,['uçuşunuz'],['var'],train2
hangi Northwest ve United Airlines uçuşları öğleden önce Denver üzerinden aktarma yapar,['uçuşları'],['yapar'],train2
Atlanta'dan Dallas'a Dallas üzerinden bir gidiş dönüş uçuş var mı,['uçuş'],['var'],train2
Aralık ayında Atlanta'dan Denver'e Boston aktarmalı yapılacak uçuşlar hangileri,['uçuşlar'],['hangileri'],train2
hangi United Airlines uçuşları Denver üzerinden yapılıyor,['uçuşları'],['yapılıyor'],train2
hangi uçuşlar öğleden önce Atlanta'da aktarma yapıyor,['uçuşlar'],['yapıyor'],train2
hangi uçuşlar akşam 4'ten sonra San Francisco'dan kalkıp Indianapolis üzerinden Washington'a uçuyor,['uçuşlar'],['uçuyor'],train2
Denver'den Pittsburgh'a Atlanta aktarmalı en ucuz uçuş ne kadar,['uçuş'],['kadar'],train2
hangi United Airlines uçuşları Denver üzerinden gidiyor,['uçuşları'],['gidiyor'],train2
American Airlines Boston'dan Oakland'a Denver aktarmalı bir uçuş sunuyor mu,['American'],['sunuyor'],train2
Boston'dan San Francisco'ya giden öğleden sonra kalkan Dallas aktarmalı bir öğleden sonra uçuşunuz var mı,['uçuşunuz'],['var'],train2
hangi uçuşlar Philadelphia'dan San Francisco'ya Dallas üzerinden gidiyor,['uçuşlar'],['gidiyor'],train2
Atlanta'dan San Francisco'ya Dallas'ta aktarma yapan bir uçuş var mı,['uçuş'],['var'],train2
hangi uçuşlar Philadelphia'dan Dallas'a Atlanta üzerinden gidiyor,['uçuşlar'],['gidiyor'],train2
Philadelphia'dan Dallas'a Atlanta'da aktarma yapan herhangi bir uçuş var mı,['uçuş'],['var'],train2
Havaalanından Phoenix şehir merkezine kara yolu ulaşımı var mı,['ulaşımı'],['var'],train2
Oakland'dan San Francisco'ya kara yolu ulaşımı nasıl,['ulaşımı'],['nasıl'],train2
Havalimanı ile San Francisco şehir merkezi arasında ne tür bir kara ulaşımı mevcut,['ulaşımı'],['mevcut'],train2
Denver'deki havaalanından şehir merkezine kara ulaşımı var mı,['ulaşımı'],['var'],train2
Boston'da havalimanı ile şehir merkezi arasında kara ulaşımı var mı,['ulaşımı'],['var'],train2
Pittsburgh'tan şehir merkezine hangi kara ulaşımı mevcut,['ulaşımı'],['mevcut'],train2
Denver havalimanı ile şehir merkezi arasındaki mevcut kara yolu ulaşımı nedir,['ulaşımı'],['nedir'],train2
Havaalanı ile Baltimore arasındaki kara yolu ulaşımı nedir,['ulaşımı'],['nedir'],train2
Cuma günü saat 6'dan sonra Baltimore'den Boston'a hangi uçuşlar var,['uçuşlar'],['var'],train2
St. Louis'ten St. Paul'a perşembe sabah 10'dan sonra hangi uçuşlar var,['uçuşlar'],['var'],train2
Denver için saat 3 civarında Washington'dan kalkan bir uçuş var mı,['uçuş'],['var'],train2
Boston'dan Pittsburgh'a akşam 7'den sonra hangi uçuşlar kalkıyor,['uçuşlar'],['kalkıyor'],train2
Dallas Fort Worth’dan Boston'a sabah 10'dan önce olan uçuşlar var mı,['uçuşlar'],['var'],train2
San Francisco'dan Atlanta'ya sabah 8'den önce kalkan bir uçuş böyle bir uçuş var mı,['uçuş'],['uçuş'],train2
Phoenix'den Milwaukee'ye hangi Amerikan havayolları uçuşları çarşamba akşam 6'dan sonra kalkıyor,['uçuşları'],['kalkıyor'],train2
Pittsburgh'tan Philadelphia'ya giden akşam 7'den sonra hangi uçuşlar var,['uçuşlar'],['var'],train2
San Francisco ile Boston arasında saat 6'dan sonra uygun uçuşlar nelerdir,['uçuşlar'],['nelerdir'],train2
öğlen 12'den sonra hangi Delta uçuşları San Francisco'dan Boston'a gidiyor,['uçuşları'],['gidiyor'],train2
Philadelphia'dan Boston'a akşam 7'den sonra hangi uçuşlar kalkıyor,['uçuşlar'],['kalkıyor'],train2
Long Beach'tan Columbus'a 15 Haziran günü öğlen 12'den önce uçuş var mı,['uçuş'],['var'],train2
Newark - la arası çarşamba akşam saat 3'ten sonra kalkan uçuşların en ucuz fiyatları nedir,['fiyatları'],['nedir'],train2
Denver ve San Francisco arasında saat 3'ten sonra hangi uygun uçuşlar var,['uçuşlar'],['var'],train2
Pittsburgh'tan Denver'e akşam 2'den sonra hangi uçuşlar kalkıyor,['uçuşlar'],['kalkıyor'],train2
Newark'tan Boston'a akşam saat 5'ten sonra hangi uçuşlar kalkıyor,['uçuşlar'],['kalkıyor'],train2
hangi uçuşlar Pittsburgh'tan beş Temmuz 7'den sonra ayrılıp San Francisco'ya varıyor,['uçuşlar'],['varıyor'],train2
hangi uçuşlar saat 8'den sonra San Francisco'dan ayrılıp Dallas Fort Worth'a gider,['uçuşlar'],['gider'],train2
bana pazartesi günü Philadelphia'dan Boston'a sabah 7'den sonra uçuşları göster,['sabah'],['göster'],train2
San Francisco'dan Atlanta'ya sabah 8 civarında uçak var mı,['uçak'],['var'],train2
Atlanta'dan Boston'a beş Eylül perşembe günü sabah 8'den sonra kalkan ilk uçuş nedir,['uçuş'],['nedir'],train2
Charlotte'den Minneapolis'e öğleden sonra 2 civarında bir uçuş var mı,['uçuş'],['var'],train2
New York'tan Los Angeles'e sabah 10'dan sonra hangi uçuşlar var,['uçuşlar'],['var'],train2
Denver'den Pittsburgh'a tüm uçuşlar akşam 6'dan sonra ve akşam 7'den önce kalkıyor,['uçuşlar'],['kalkıyor'],train2
San Francisco'dan Boston'a hangi uçuşlar saat 1'den sonra kalkıyor,['uçuşlar'],['kalkıyor'],train2
Boston'dan Philadelphia'ya saat 9'da uçuşunuz var mı,['uçuşunuz'],['var'],train2
Boston'dan San Francisco'ya sabah 8'den sonraki ilk uçuş nedir,['uçuş'],['nedir'],train2
Boston'dan Pittsburgh'a 723'ten sonra hangi uçuşlar var,['uçuşlar'],['var'],train2
saat 5'ten sonra Dallas'tan Denver'e Delta havayolu ile hangi uçuşlar var,['uçuşlar'],['var'],train2
Akşam 1020'den sonra Pittsburgh'tan Newark'a hangi uçuşlar var,['uçuşlar'],['var'],train2
Denver için Washington'dan öğlen 12'den sonra ilk uçuş nedir,['uçuş'],['nedir'],train2
Akşam saat 9'dan sonra San Francisco'dan Washington'a uçuş var mı,['uçuş'],['var'],train2
Perşembe günü akşam saat 5'ten sonra Pittsburgh'tan Los Angeles'e hangi uçuşlar var,['uçuşlar'],['var'],train2
Pazar öğlen saat 6'dan önce Dallas'tan San Francisco'ya hangi uçuşlar kalkıyor,['uçuşlar'],['kalkıyor'],train2
Washington'dan Denver'e saat 4'te uçuş var mı,['uçuş'],['var'],train2
Boston'dan 645'te Washington'a giden bir uçağınız var mı,['uçağınız'],['var'],train2
pazar günü Seattle'den Continental ile akşam 9'dan sonra hangi uçuşlar kalkıyor,['uçuşlar'],['kalkıyor'],train2
amerikan havayollarının Houston'dan Newark'a on Haziran günü akşam saat 3'ten sonra uçuşu var mı,['uçuşu'],['var'],train2
öğleden sonra saat 12'den sonra kalkan Continental havayolları ile Denver'den San Francisco'ya uçuş var mı,['uçuş'],['var'],train2
amerikan havayollarının Houston'dan Newark'a on Haziran günü akşam 6'dan sonra uçuşu var mı,['uçuşu'],['var'],train2
7 Temmuz saat 8'de Boston'dan Atlanta'ya hangi uçuşlar var,['uçuşlar'],['var'],train2
Boston'dan Denver'e Delta ile 2 Ağustos sabah 8'den önceki uçuşları göster,"[""Boston'dan""]",['göster'],train2
Milwaukee'den Long Beach'a en kısa uçuş nedir,['uçuş'],['nedir'],train2
en erken Boston - Philadelphia uçuşu nedir,['uçuşu'],['nedir'],train2
San Francisco'dan ayrılıp Denver'e varan son uçuşunuz nedir,['uçuşunuz'],['nedir'],train2
Eastern'in Boston ve Washington arasında yaptığı en erken uçuş nedir,['uçuş'],['nedir'],train2
Boston'dan Atlanta'ya en erken uçuş nedir,['uçuş'],['nedir'],train2
Atlanta'dan Boston'a en erken uçuş nedir,['uçuş'],['nedir'],train2
Washington'dan San Francisco'ya en erken uçuş nedir,['uçuş'],['nedir'],train2
Baltimore'den Boston'a gitmek için günün son uçuşu nedir,['uçuşu'],['nedir'],train2
Baltimore'den Atlanta'ya günün en son uçuşu nedir,['uçuşu'],['nedir'],train2
